Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Social_Score_missing,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
30,Female,Canada,Montreal,2,17,32.9,13.1,43,9,15,128.87,15,37.2,16.4,14.6,4,0,33.6,0,5,1602.1,670,1,Q4
47,Male,USA,Phoenix,3.2,9,36,9.2,62.7,3,11,120.35,93,59.1,2.1,29.7,6,6,68.1,0,3,1579.62,1469,0,Q1
46,Male,USA,Phoenix,6.3,16,26.5,12.3,48.6,5,15,81.86,47,65.4,12.7,22.1,4,5,21.6,0,2,1258.31,2759,0,Q2
29,Female,UK,Leeds,1.6,18,44.1,16.4,32.1,6,19,102.93,4,34.8,7.4,42.9,8,6,48.4,0,3,2248.66,4067,1,Q3
37,Female,USA,Chicago,3.8,4,18.7,6.6,78.8,0,9,165.49,76,69.12,4,8.3,7,1,34.5,0,1,1272.78,1698,1,Q4
50,Female,Canada,Ottawa,1.1,11,34.4,13.4,57,6,11,113.78,33,21,13.1,45.7,6,2,0,0,1,1174.84,1787,0,Q1
36,Male,Germany,Munich,3.9,0,15.9,6.1,72.5,0,5,63.48,37,75.96,14.4,20,7,1,0,0,2,259.58,591,1,Q4
29,Male,USA,New York,1.6,8,33.3,7.1,81.6,9,7,50.17,25,74.8,0,7.3,5,3,38.1,0,5,347.51,1827,0,Q2
30,Male,Australia,Melbourne,4.3,20,37.3,11.2,58.3,4,20,89.75,3,26,1.2,23.8,1,3,19.7,0,1,1966.59,2800,0,Q2
53,Female,Australia,Melbourne,3,0,7.4,3.2,83.2,0,2,50.69,23,67.4,8,2.5,5,1,16,0,1,101.88,1612,1,Q1
19,Male,USA,Phoenix,2.1,10,27.5,4.5,64.2,5,8,127.51,2,50.7,3.1,6.7,8,2,10.6,0,3,1122.27,666,0,Q1
43,Male,Canada,Calgary,1.3,14,28,7.4,60.5,3,13,150.24,19,40.7,16.2,17.5,8,1,0,0,5,1687.85,1153,0,Q2
46,Male,Canada,Calgary,0.9,0,22.4,5.9,68.7,5,11,95.18,1,78.7,3.4,13,4,2,40.9,0,2,1099.4,3385,0,Q1
33,Male,USA,Houston,0.5,6,17.1,7,50.1,2,5,104.8,42,0,4.9,3.1,8,2,0,0,2,409.41,0,0,Q4
30,Female,Germany,Frankfurt,2.8,2,22.5,5.6,67.2,0,5,121.94,10,57.24,0.3,8.4,7,0,11.5,0,2,462.47,1254,0,Q4
43,Female,UK,Glasgow,7.2,12,14.3,8.3,57.1,2,6,137.73,29,39.12,0,9.8,3,0,32.3,0,3,595,2059,0,Q4
32,Female,USA,Houston,2.7,12,26.8,8.5,65.2,5,19,83.36,31,42.24,0,14.2,4,3,21.8,0,1,1495.81,0,0,Q4
31,Female,Australia,Melbourne,1.7,7,24.2,11,40.5,6,12,144.33,30,64.6,1.8,28,3,5,27.4,1,1,1697.86,2671,0,Q3
60,Male,USA,Phoenix,2,13,36.6,10.6,38.4,7,13,139.09,7,18.3,6.8,19.6,4,3,14.2,0,1,2006.29,463,1,Q3
30,Male,Germany,Hamburg,1.9,6,27.1,7.5,59,6,9,40.17,32,78.3,2.8,4.9,1,2,27.4,1,2,415.32,2470,0,Q2
52,Other,Germany,Cologne,3.7,21,39.5,6.3,37.6,2,11,40.44,43,55,15.5,10.5,4,7,23,0,1,378.63,3626,0,Q3
27,Female,Germany,Cologne,0.5,16,30,14,55.7,7,14,165.65,6,17.8,8.4,19.3,4,5,51.2,0,2,2749.14,4074,0,Q2
24,Female,USA,Chicago,2.7,7,25.4,9.3,52.9,2,7,114.04,18,52.3,2.2,2.8,8,1,55.3,0,3,701.22,2382,0,Q1
23,Male,Australia,Brisbane,0.6,9,35.3,11.3,58.9,4,14,61.62,10,29.6,16.5,20,0,3,16,0,1,987.21,1748,1,Q1
37,Male,USA,Los Angeles,0.4,3,21.3,5.2,56,2,7,195.13,67,0,1.8,32.3,7,0,0,0,2,1050.78,1988,0,Q4
58,Female,USA,Phoenix,0.5,12,26.8,6,85.8,2,5,75.2,32,67.2,14.5,6.7,7,0,0,0,2,306.35,0,1,Q2
37,Female,UK,Manchester,1.9,9,22.4,3.9,69.6,0,13,72.91,50,70.2,1.8,12.8,4,4,15.5,0,2,712.12,2205,0,Q4
58,Female,Canada,Calgary,4.5,6,18.8,8.5,58.2,3,11,136.37,26,14.4,2.9,24.2,6,1,2.9,0,1,1420.02,0,0,Q1
27,Male,UK,Leeds,7.1,4,27.5,8.8,54.3,6,12,81.17,48,77.7,3.9,33.3,8,5,27.4,1,3,980.31,498,0,Q1
50,Female,Japan,Tokyo,0.8,10,31.4,8.5,61.2,4,13,46.55,36,62,7.4,18.9,8,5,22,0,1,490.63,279,0,Q2
46,Male,Canada,Vancouver,1.4,13,20.6,8.1,58.7,3,13,110.37,18,56.88,4.2,6.3,4,3,27.4,1,1,1205.09,233,0,Q4
51,Female,USA,New York,7.4,9,11.7,8.2,69.3,1,15,167.57,8,30.4,7.2,0,6,0,25.2,0,2,2163.93,0,1,Q2
40,Male,India,Chennai,1.6,5,34,8.5,47.3,3,16,62.51,29,42.8,3.6,21.2,2,3,20.6,0,1,1197.96,2607,0,Q1
31,Male,USA,Houston,2.7,13,19.5,8.7,61,2,15,124.49,3,12.8,10.4,15.4,6,2,21,0,3,1992.12,2226,1,Q3
47,Other,France,Toulouse,2.1,13,38.7,14.9,59.2,7,15,65.98,7,67.9,0,28.8,7,5,29.7,0,2,1090.58,1696,0,Q1
18,Male,UK,Birmingham,2.6,13,36,4.8,49.4,4,13,72.8,18,31.2,5.4,28,5,4,33,0,3,757.07,2180,0,Q4
38,Female,USA,Phoenix,1.7,3,25.7,6.7,53.6,1,19,135.86,85,48.24,0.2,20,5,3,16.7,0,2,1689.26,239,0,Q4
39,Female,UK,Manchester,4.2,11,28.3,12.2,29.7,2,15,120.42,6,19,1,38.4,4,1,19.7,0,4,1744.77,2305,0,Q3
24,Other,Germany,Cologne,2.6,13,40.8,9.2,55.7,0,15,180.94,25,41.8,1.6,37,5,1,27.4,1,4,2603.39,0,0,Q3
40,Male,USA,Houston,0.4,8,8,1.8,87.4,0,4,104.93,29,67.8,14.4,6.2,4,0,0,0,5,362.61,0,1,Q3
35,Male,Canada,Vancouver,1.6,24,34.4,11.5,39.8,12,26,60.81,29,0,14.1,42.2,5,2,44.5,0,1,1317.48,1335,0,Q4
35,Female,USA,Houston,1.9,25,34.6,15,34.9,7,20,108.94,40,37.1,10.8,22.1,4,7,48.5,0,2,2502.99,5419,0,Q1
28,Male,USA,New York,1.1,8,18.5,5.2,60.9,2,6,100.4,5,50.2,7.8,20.8,5,0,27.4,1,1,559.44,2772,0,Q3
41,Female,Germany,Frankfurt,6.4,5,15.1,5.4,75.7,2,5,121.63,50,9.4,6.2,18.8,7,0,8.7,0,4,595.43,0,1,Q1
37,Female,USA,Houston,1.4,10,27.1,13.6,42.2,7,10,137.53,93,61.4,4,15.3,2,5,16.9,0,2,1450.92,4320,0,Q1
38,Male,USA,Chicago,10,0,24.4,2.3,80.3,0,13,98.84,10,58.7,0,13,7,0,40.6,0,3,1232.62,1726,1,Q2
37,Male,USA,Los Angeles,3.2,18,28.7,9.6,59.3,6,14,123.93,24,50.8,3.6,37.9,5,5,31.1,0,4,2010.99,1495,0,Q2
45,Other,UK,Birmingham,1.6,11,42.8,16,41.2,5,20,52.3,9,20.16,5.6,32.8,4,5,50.4,0,1,717.91,3309,0,Q4
23,Female,USA,Phoenix,2,12,30.3,12.3,54,4,13,178.89,2,0,15.8,16.2,4,3,27.4,1,4,2090.35,3105,0,Q3
50,Female,UK,London,1.5,0,15.3,3.9,64.8,0,8,118.68,48,61.2,0.8,0,8,2,12.2,0,3,769.11,90,1,Q3
38,Female,USA,Los Angeles,3.7,15,50.1,11.5,62.4,9,17,104.03,29,28.1,5.5,27.2,0,3,27.4,1,4,1930.25,2151,0,Q2
37,Female,USA,Houston,3.1,7,26.8,5,68.5,3,8,104.98,6,15.1,4.3,4.9,7,3,0,0,3,933.4,999,0,Q2
50,Female,USA,Houston,1.5,15,22.9,6,56.6,3,8,90.68,20,17.1,3,4.7,6,1,5.7,0,1,588.04,3145,0,Q3
43,Male,USA,Phoenix,3.7,25,50.3,17.4,31.9,8,23,184.59,9,0,4.7,42.8,5,10,69.3,0,2,3568.07,3985,1,Q1
39,Female,UK,Leeds,6.8,10,29.2,11.3,71.6,0,8,125.79,101,17.5,8,34.6,6,2,10.2,0,2,961.18,1625,0,Q1
30,Male,India,Delhi,1.1,0,14,2.5,79.2,0,3,177.18,5,44.7,4.1,0.2,6,1,3,0,1,480.25,2257,1,Q3
42,Male,USA,Houston,5.2,23,41.6,16.9,44.1,10,20,93.87,18,37.4,5.9,48.8,4,3,56.2,0,1,1559.1,3814,0,Q3
47,Male,USA,Phoenix,4.5,13,29,9.9,38.9,3,14,83.23,69,2.3,4.9,23.1,9,2,1.6,0,1,1189.4,1126,0,Q1
45,Male,Australia,Melbourne,2.8,5,18.4,4.6,53.1,3,6,177.81,126,30.2,9.4,0,8,0,0,0,2,1138.59,420,1,Q2
59,Female,Germany,Hamburg,1.3,14,31.1,11.2,59.6,5,11,83.91,29,0,7.4,18.3,4,2,23.9,0,3,1089.51,0,0,Q2
35,Female,USA,Chicago,6.1,7,12.4,4.9,74.3,0,5,129.49,5,0,1.5,0,6,0,27.4,1,1,704.84,1580,1,Q1
18,Female,Canada,Calgary,4.5,9,39.6,10,55.1,7,10,156.1,78,45.4,7.9,26.9,5,2,39.4,0,3,1381.55,0,0,Q3
28,Male,Germany,Berlin,0.8,0,23.9,3,73.3,2,5,54.38,11,48.6,5.7,2.4,6,2,10.2,0,3,277.61,1334,1,Q2
49,Female,USA,Phoenix,1.8,16,24.7,8.8,60.4,2,10,91.96,19,52.1,9.2,8.2,7,5,15.9,0,2,745.13,2598,0,Q1
42,Female,Australia,Sydney,2.6,16,30,8.6,49.3,7,11,111.37,44,9.3,4.3,15.8,5,3,17.8,0,4,1167.02,982,0,Q1
33,Male,India,Mumbai,2,4,1,2.8,81.9,2,1,238.7,13,96,9.4,0,5,0,0,0,1,237.66,639,1,Q4
47,Female,Germany,Cologne,1.4,20,27.5,10.6,62.4,4,15,169.73,14,13,5,10.1,6,4,53.7,0,3,2871.71,2616,1,Q1
58,Male,Canada,Calgary,2.6,17,41.8,14.9,39.7,8,22,124.28,53,27.84,13.5,31,2,5,82.6,0,4,1724.31,1128,0,Q4
50,Male,USA,Phoenix,1.7,19,19.4,8.5,53.1,1,14,96,4,102,4.3,29.3,12,1,14.8,0,3,1068.03,1861,0,Q4
29,Male,Canada,Vancouver,4.1,7,27.4,6.3,62.4,2,11,68.51,3,67.6,4.3,3.3,2,2,48.1,0,3,683.89,342,0,Q3
52,Male,USA,Houston,4.7,16,32.4,8.4,49.6,4,14,54.99,29,0,0.3,23.7,3,2,26.1,0,3,659.48,2054,0,Q4
42,Female,Japan,Kyoto,2.6,6,23.6,10.7,65.9,4,10,125.62,13,22.3,1.3,26.7,4,2,27.4,0,2,1022.2,2728,0,Q2
35,Female,India,Delhi,0.7,12,30.2,11.8,53.6,4,17,217.13,45,43.5,3.3,26.6,4,8,16.4,0,2,4070.36,2331,0,Q2
37,Female,Germany,Hamburg,1.2,7,32,6.6,38.7,5,11,233.65,41,32.7,3.2,20,3,4,0,0,1,2253.3,993,0,Q1
38,Male,Canada,Ottawa,4.7,9,19.8,4,65.8,3,13,105.21,12,45.72,2.3,13.5,6,4,33.7,0,3,1240.2,2932,0,Q4
23,Female,Japan,Tokyo,0.4,5,26.8,10,61.3,6,11,159.18,75,34.44,3.2,24.5,7,2,36.1,0,2,1402.59,3224,0,Q4
18,Female,Germany,Cologne,1.7,8,27.5,9.1,55.9,7,17,137.77,8,86.9,4.3,39.5,7,2,27.4,1,1,2406.47,0,1,Q3
22,Male,USA,New York,2.8,10,29.4,11.2,55.7,8,9,108.76,3,37.3,0,16.6,8,6,3.7,0,5,811,1652,0,Q1
45,Female,Germany,Berlin,0.4,8,23.4,7.1,70.9,5,10,71.77,23,25.3,0,14.2,8,3,5.8,0,3,833.8,0,0,Q1
37,Male,USA,Chicago,3.4,0,11.2,3.8,81,0,8,225.88,19,33.7,0.3,15.4,10,2,0,0,4,2097.03,0,1,Q3
35,Female,Japan,Tokyo,7.4,16,26.4,9,41.5,4,14,159.02,2,9.1,7.4,25.5,7,3,77.3,0,3,2420.24,3365,1,Q1
23,Male,USA,Los Angeles,2.7,14,39.6,8.7,48.6,6,14,131.02,10,52,0,25.3,2,2,27.4,1,4,1617.95,2461,0,Q2
55,Male,USA,Phoenix,1.2,18,38.6,13.2,42.1,6,16,87.11,32,53.4,16.2,29.9,7,2,8.5,0,3,1548.11,2702,1,Q3
23,Female,USA,Chicago,4.5,15,34.4,16,35.3,8,18,74.48,28,29.28,6.9,22.6,3,6,53.7,0,3,1244.57,3422,1,Q4
39,Female,Australia,Perth,2,18,37.1,12.6,37.7,7,14,180.28,14,41.6,0.8,24.8,1,6,48.7,0,2,2725.15,1749,0,Q1
44,Female,Australia,Melbourne,3.5,16,40.8,14,39.1,10,27,90.67,18,58.92,4.3,42.4,4,5,63.8,0,2,2099.97,3094,0,Q4
34,Female,USA,Phoenix,5.5,9,32.6,9.8,70.2,4,19,134.77,25,46.68,5.6,20.4,10,8,40.4,0,1,1997.16,1584,1,Q4
56,Female,USA,Phoenix,0.4,2,19.4,12.9,60.1,5,16,120.22,72,29.2,3.3,20,7,3,23.7,0,2,1981.73,1732,1,Q1
30,Female,UK,London,3.3,9,12.2,8.9,71.7,3,8,137.74,8,37.3,2.8,21.2,4,2,44.2,0,1,1242.3,1648,0,Q3
35,Male,UK,London,1.6,16,31.6,10.4,40,0,28,109.94,28,37.8,5.2,23,4,2,29.8,0,3,2851.02,2346,0,Q4
33,Male,Australia,Perth,2,2,13.5,8.6,87.1,1,3,94.4,17,57.2,16.6,11.1,3,0,27.4,1,1,275.78,0,1,Q3
50,Male,USA,Phoenix,2.5,19,43.3,10.1,41.2,7,24,142.83,55,28.4,5,44.8,7,6,21,0,5,3497.3,2699,1,Q2
37,Female,France,Toulouse,2.3,6,17.5,2,63.1,0,6,199.54,34,16.7,4.6,15.8,7,0,0,0,5,1180.44,1002,0,Q1
38,Male,USA,Los Angeles,3.4,7,28.6,10.1,46.2,5,14,87.43,3,31.5,3.6,8.3,8,3,28.3,0,2,1079.75,2327,0,Q1
47,Other,USA,Chicago,0.7,18,17.4,7.7,67.9,1,5,38.58,11,43.8,3.7,0.7,8,1,41.6,0,2,218,0,0,Q2
34,Female,Canada,Toronto,0.4,15,26.1,9.1,59.7,4,16,85.92,35,53.4,6,17.4,7,4,0,0,5,1261.33,1090,0,Q4
45,Female,Japan,Tokyo,4.2,6,21.5,1.3,74.3,1,8,127.1,23,11.5,7.9,5.7,5,1,0,0,2,1187.61,1203,0,Q3
54,Female,Canada,Toronto,0.2,14,39.1,12.3,44.5,10,12,125.27,19,30.7,2.9,34.8,5,4,63.4,0,2,1649.08,2750,1,Q2
44,Female,USA,New York,3.3,10,31.7,7.9,85.6,0,8,211.37,9,17.8,10.3,19.7,5,3,9.1,0,3,1480.09,935,0,Q2
43,Female,USA,New York,1.8,21,31.4,6.4,50.7,2,15,118.9,30,13.08,14.7,0,5,1,26,0,2,1443.97,2170,0,Q4
46,Female,Germany,Munich,1,1,14.2,4.9,72,5,6,92.42,74,40.56,0,20,4,1,0,0,1,454.61,441,1,Q4
18,Male,USA,Los Angeles,1.5,1,30.8,9.9,53.2,3,15,191.13,10,31.8,12.5,12.7,9,0,34,0,5,2986.95,3467,1,Q1
29,Male,USA,Chicago,3.1,5,40.3,11.6,42.9,4,13,233.7,19,36.5,8.6,11.8,2,4,23,0,2,2777.31,4862,0,Q2
44,Male,Japan,Tokyo,1.2,24,38,10.4,39.9,6,12,145.42,44,29,10.2,16.8,3,5,29.2,0,1,1540.33,2515,0,Q2
26,Male,USA,Phoenix,0.9,18,26.8,6.8,78.4,3,11,77.53,9,44.7,1.1,8.5,7,3,16.1,0,2,696.43,0,0,Q2
43,Male,USA,Chicago,0.6,4,28.3,9.7,61,4,8,95.44,21,0,1.7,19.9,4,3,10.1,0,2,699.91,2228,0,Q1
41,Male,India,Bangalore,0.4,15,26.8,8,73,2,10,178.26,31,49.4,3.2,10.9,3,5,23.7,0,3,1820.21,0,0,Q2
32,Female,UK,Birmingham,3,2,17.1,4.3,71.4,1,2,153.17,3,79.92,5.5,4.9,6,0,0,0,4,360.62,0,1,Q4
42,Female,USA,Houston,3.2,0,20.5,6,62.4,4,9,60.81,11,64.4,0,11.1,4,2,45.6,0,4,534.28,1910,0,Q1
42,Male,France,Nice,2.4,3,18.8,7.5,61.7,1,12,61.12,32,5.4,9.6,16.7,12,1,18.9,0,1,695.41,1315,0,Q3
37,Female,Germany,Berlin,7.1,11,26.9,7,56.3,6,14,98.22,4,64.2,13.9,25.3,5,2,22.9,0,2,1223.89,0,0,Q4
37,Male,Canada,Montreal,1.3,19,39.9,14,37.8,4,31,136.86,22,49.08,6.6,49.2,1,9,48.5,0,1,3441.58,4034,0,Q4
50,Male,Canada,Toronto,6.1,4,17.5,6.7,70.5,1,12,136.36,1,0,7,39.1,12,1,27.4,1,3,1502.33,3970,0,Q1
31,Female,Germany,Munich,1.2,14,15.7,5.8,71,4,7,115.94,4,61.92,10.1,14.2,5,0,27.9,0,2,559.39,1638,0,Q4
41,Male,Canada,Ottawa,9.4,15,26.8,11.4,63.8,5,11,57.68,8,71.76,4.1,31.7,3,2,17.1,0,1,476.63,1264,0,Q4
19,Male,USA,Phoenix,2.9,0,9.4,8.2,56.4,1,2,90.23,12,65.4,16.6,9.1,13,1,10.4,0,1,159.24,69,0,Q4
52,Female,India,Chennai,4.3,9,15.6,9.9,53.9,1,8,95.14,51,30.5,9.1,37.9,6,4,13.9,0,4,717.82,0,0,Q3
38,Female,USA,Chicago,2.1,20,25.8,9.4,37.1,5,21,138.35,21,22.7,3.6,25.3,6,0,50.8,0,2,3215.62,1109,1,Q2
42,Female,UK,London,2.1,8,21.8,5.9,59.2,4,7,94.72,33,22.1,5.3,20,8,1,18.7,0,1,708.17,1021,0,Q2
31,Female,USA,New York,2.6,5,27.2,7.1,53.1,4,8,97.22,35,77.6,12.6,3.6,7,2,26.4,0,1,777.86,1447,0,Q2
35,Female,Germany,Munich,4.6,17,19.2,6.3,39.8,6,11,62.32,67,17.52,1.3,29.6,9,1,0,0,1,577.27,0,0,Q4
31,Female,France,Lyon,4.2,12,23.5,7.8,58.1,3,9,174.17,13,23.8,8.3,18.5,2,1,27.2,0,4,1425.12,1759,0,Q1
49,Male,USA,Houston,4.5,2,20.6,7,50.5,2,9,65,48,69,3.8,12.9,3,6,27.4,1,1,367.88,139,0,Q4
51,Male,USA,Chicago,2.7,8,18.4,7.2,55.1,0,7,243.34,30,34.92,8,2.7,5,2,47.1,0,3,1450.53,0,0,Q4
46,Male,USA,Los Angeles,5.7,6,26.8,6.2,92.1,1,10,78.52,22,64,5.2,15.4,5,1,19.7,0,1,733.41,1048,1,Q2
33,Female,France,Lyon,2,5,9.6,5,65,1,3,162.16,21,0,4.6,1.7,11,0,12,0,5,400.93,705,1,Q1
22,Male,Australia,Sydney,1.3,9,28.9,9.6,41.3,6,11,171.08,22,33.5,2.7,33.1,5,1,12.7,0,1,1710.49,3533,0,Q1
38,Female,Canada,Vancouver,4.6,4,17.8,6.1,72.7,5,7,237.58,36,36.5,10.6,0,10,1,7.4,0,1,1626.28,2158,1,Q1
53,Female,Germany,Berlin,2,5,22.9,5.8,91.8,0,3,101.71,17,0,6.6,20,3,0,9.6,0,3,363.07,0,1,Q1
30,Female,Germany,Hamburg,3.6,0,29.8,9.1,53,5,9,133.32,11,30.7,4.1,13,2,5,35.8,0,4,1005.71,4273,0,Q2
41,Female,Germany,Berlin,1.4,14,25.3,8.7,56.8,8,13,134.61,27,46,2.6,25.1,6,5,27.4,1,1,1658.65,1973,0,Q3
20,Male,UK,Manchester,3.8,9,38.2,6.8,42.5,5,12,157.99,10,31.7,2.3,33.5,8,4,21.9,0,2,1783.88,3681,0,Q1
33,Male,UK,Glasgow,0.6,16,33.5,5.1,43.4,5,9,93.94,58,21.2,4.8,7.8,7,5,26.1,0,2,899.25,2556,1,Q2
32,Male,Japan,Nagoya,0.9,13,18.6,6.5,50.2,0,14,68.97,30,16.5,0,26.9,1,6,57.4,0,3,1141.7,2198,0,Q1
31,Male,USA,Chicago,0.8,20,44,15.5,61.6,6,17,112.21,3,67.7,14.3,52.8,6,5,36.9,0,1,1772.77,0,0,Q2
18,Female,Canada,Ottawa,0.8,5,21,8,54.4,3,7,102.43,83,48.1,14.6,7.5,5,4,28.1,0,3,839.14,1502,1,Q3
21,Female,USA,Houston,6.7,14,26.8,8.4,81,4,9,81.6,52,0,0.5,2.2,5,2,34.9,0,3,563.99,0,1,Q4
62,Male,USA,New York,1.3,23,28.7,10.3,49.5,7,13,83.2,69,51.7,7.2,15.6,5,0,49.7,0,5,1175.6,1658,0,Q2
37,Female,UK,Glasgow,4.7,0,8.6,3.1,70.2,0,7,114.62,28,51.9,1.5,0,7,2,7.4,0,2,930.06,0,1,Q2
51,Female,USA,Los Angeles,6.1,21,34,9.9,48.5,5,11,143.8,11,28.8,8.2,24.7,5,3,26.8,0,2,1685.43,3140,0,Q1
43,Female,USA,Houston,0.7,26,32.4,13.4,32.8,4,16,84.13,61,24,0.2,17.3,4,7,29.4,0,3,1522.11,2870,0,Q1
31,Male,Canada,Calgary,1.2,21,26.8,4.5,73.4,0,6,260.4,7,53.5,5,15.8,4,0,3.5,0,3,1587.39,0,0,Q2
33,Female,UK,Leeds,3.1,4,25.7,4.2,78,1,7,73.58,4,90.84,3.8,0,5,2,0,0,2,458.11,0,0,Q4
31,Female,Australia,Melbourne,1.8,9,27.8,6.2,69.6,6,9,272.9,47,63.5,0.1,20,9,0,17.5,0,1,2656.81,1198,1,Q3
41,Male,USA,New York,4.5,8,28.5,7.5,44.5,1,24,50.43,23,3.12,8,36.6,5,3,38.4,0,1,990.62,639,0,Q4
60,Male,Australia,Sydney,3.7,0,11.4,4.4,59.6,2,2,109.96,29,45.4,15.2,13,6,1,11.9,0,3,228.08,1873,1,Q2
30,Male,Canada,Vancouver,3.2,30,40.6,13.9,37.1,9,17,121.56,10,30.5,5.7,42,5,4,69.6,0,2,1777.8,3330,0,Q2
50,Female,Japan,Yokohama,4.7,5,18.5,1,74.2,1,4,96.81,9,22,5.6,13.4,4,0,10.4,0,4,380.18,846,0,Q3
48,Female,India,Mumbai,1.4,1,22.6,5.4,60.9,4,11,96.87,1,56.64,7.7,4.3,5,4,0,0,1,939.57,1943,0,Q4
35,Male,USA,Houston,2.4,4,32.9,8.2,52.1,3,18,134.04,7,0,4.7,20,7,2,44.4,0,2,2499.42,2836,1,Q1
44,Female,France,Marseille,0.8,12,28.3,8.5,37.7,4,13,197.8,3,0,3.5,5.3,4,1,15,0,3,2656.67,1006,0,Q3
39,Male,USA,Los Angeles,3.6,23,45.9,10,42.3,8,29,172.15,38,47.64,12.2,46.5,2,4,44.8,0,2,3209.68,0,0,Q4
37,Male,USA,Los Angeles,4,33,54.3,15.2,51.3,0,26,160.56,2,11.6,5.1,41.3,2,5,68.7,0,3,4415.32,809,0,Q2
50,Female,USA,Chicago,3.9,11,14.6,6.7,64.3,0,14,126.01,38,58.68,5.3,7.5,6,2,21.1,0,4,1587.29,2086,0,Q4
23,Male,USA,New York,4.4,0,24.2,5.8,68.1,2,6,162.39,20,74.28,0.3,12.7,7,0,14.7,0,2,684.85,2173,1,Q4
43,Male,USA,New York,0.6,0,9,2.1,71.8,1,3,130.02,77,23.9,2.7,0,5,2,27.4,1,2,413.59,44,1,Q3
18,Female,Germany,Berlin,2.8,15,21.4,8.5,55.9,6,17,84.85,13,47,0.7,30.9,4,4,35.7,0,3,1460.1,2767,0,Q3
37,Male,UK,Glasgow,1.6,13,21.7,4.2,56.7,1,9,44.86,59,10.3,4.4,8.5,5,4,25,0,2,343.43,1024,0,Q1
49,Female,UK,Birmingham,2.5,18,7.6,6.3,62.2,2,7,79.73,9,65.52,27.2,15.2,13,1,15,0,3,464.87,0,0,Q4
21,Female,USA,Chicago,2.2,22,37.6,13.6,24.4,8,18,65.41,34,14.3,1.1,31.1,5,5,59.7,0,4,976.64,2794,1,Q3
43,Male,USA,New York,1.8,13,26.8,5.4,65.9,1,5,85.71,29,34,19.4,0,9,1,18.6,0,3,367.06,0,0,Q3
46,Female,Canada,Toronto,3.5,21,42.3,16,35.1,10,17,87.71,3,35.4,7,40.1,5,2,41.9,0,5,1270.16,1735,0,Q3
37,Male,USA,Chicago,3.6,14,22.9,13.2,58.9,8,13,115.25,14,45.6,5.7,12.8,4,1,22.6,0,1,1385.4,685,0,Q2
41,Male,Canada,Calgary,1.9,0,16.6,4.9,74.5,0,5,68.17,153,44.6,0,0,4,1,15.2,0,1,383.92,737,1,Q3
42,Male,France,Lyon,3.3,19,36.8,10.8,54.6,5,13,92.15,29,67.5,13.9,1.4,4,6,29.9,0,2,1238.17,4869,0,Q1
63,Male,USA,Phoenix,4.8,11,33.6,7.8,62.6,7,18,98.03,6,11.4,3.7,18,3,4,51.3,0,2,1355.41,2330,0,Q4
31,Male,USA,Los Angeles,1.5,8,24.8,6.4,65.9,1,14,98.52,21,17.7,6.6,6.4,7,9,32.3,0,1,1225.35,769,0,Q1
56,Male,UK,Birmingham,3.7,13,40.7,12.7,44.1,8,26,85.26,72,6.24,5.5,33.2,6,4,48.5,0,2,1930.91,4391,1,Q4
24,Female,Australia,Sydney,1.5,10,21.9,9.3,54.6,2,12,123.71,24,0,5.9,15.8,5,3,0,0,2,1364.44,463,0,Q1
70,Female,USA,Chicago,8.9,14,31.2,15.2,35.9,5,20,185.61,14,24.5,0,39.5,11,4,22.9,0,3,4075.81,1613,1,Q1
30,Female,Australia,Perth,0.7,21,23,10,42.3,4,9,76.67,82,61.7,19.1,13,7,1,22.8,0,1,764.94,0,0,Q1
45,Male,Germany,Munich,4,24,42.9,13.9,39.8,6,31,267.56,30,13.44,13.1,27.4,3,7,46.5,0,2,6360.92,0,0,Q4
69,Male,UK,Manchester,9,26,46.2,13.5,50.8,7,15,174.45,49,24.2,1.3,48.5,3,5,67.8,0,1,2463.97,2132,0,Q2
31,Male,Canada,Vancouver,10,0,4.7,5.8,59.2,2,5,141.28,21,21.9,6.7,0,12,0,0,0,2,781.74,823,1,Q2
52,Female,USA,Chicago,0.6,2,20.8,6.8,64.6,0,16,71.91,86,48.8,5.4,0,6,2,27.4,1,3,1281.99,633,1,Q3
26,Male,USA,Los Angeles,0.7,14,48.3,13.4,50.5,7,22,53.29,6,63.1,0.2,35.1,3,5,73.4,0,3,1246.37,3020,0,Q2
35,Female,Australia,Melbourne,2.8,4,13.3,4.6,79,3,7,117.51,3,31.5,5,12.4,8,2,15.7,0,1,844.73,702,0,Q3
23,Male,Canada,Vancouver,4,0,16.3,4.9,72.3,5,5,106.91,125,66.1,5.7,4.2,8,3,30.4,0,3,586.53,960,1,Q3
18,Female,USA,Los Angeles,3,5,10.3,4.5,79.1,0,5,151.87,23,26.3,5.7,13.7,8,0,3.5,0,2,896.38,1467,1,Q3
54,Female,USA,Houston,3.6,15,30.5,12.5,55,8,13,204.66,22,0,5.5,32,2,2,53.4,0,2,2395.92,2560,0,Q3
